family,model,language,prompt,num_samples,mean_latency_seconds,mean_generated_word_count,bleu,rouge1,rouge2,rougeL,bertscore,parameter_coverage,return_coverage,exception_coverage,omission_rate,hallucination_sample_rate,mean_hallucination_count,input_file,lexical_summary_file,code_grounded_summary_file
open-source,Qwen/Qwen2.5-1.5B-Instruct,java,OS,400,26.77457875,25.85,0.01866338711503719,0.2525170120960751,0.06100039586961739,0.2002819415261703,0.8509395052492619,0.38258523953388,0.4807692307692308,0.014598540145985401,0.631186775228226,0.035,0.035,outputs/segregated_results/open-source-base/raw/open-source/qwen25_1_5b_instruct_P1_one_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\qwen25_1_5b_instruct_P1_one_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_1_5b_instruct_P1_one_shot_java_400_v1_correctness.json_summary.json
open-source,Qwen/Qwen2.5-1.5B-Instruct,java,FS,400,13.45594725,20.5,0.023566576320112286,0.281362127759569,0.08847542226413443,0.2320088336693065,0.8591046886146069,0.4900302114803625,0.5923076923076923,0.28102189781021897,0.5066432272390822,0.0575,0.085,outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_few_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\qwen25_1_5b_instruct_P1_few_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_1_5b_instruct_P1_few_shot_java_400_v1_correctness_summary.json
open-source,Qwen/Qwen2.5-Coder-1.5B-Instruct,java,ZS,400,11.24634875,41.2425,0.017634993731589974,0.25132561689776534,0.06341688923597451,0.19147687021576534,0.8459269401431083,0.45661055963170766,0.6384615384615384,0.16058394160583941,0.5277633851468049,0.0575,0.0625,outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_zero_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-base\eval\qwen25_coder_1_5b_instruct_P1_zero_shot_java_400_v1_eval.json_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_coder_1_5b_instruct_P1_zero_shot_java_400_v1_correctness_summary.json
open-source,Qwen/Qwen2.5-Coder-1.5B-Instruct,java,OS,400,45.36852075,25.1025,0.0238419782130182,0.2716894789273776,0.0768318241445614,0.2187801523572979,0.8540765762329101,0.38206013523234067,0.36538461538461536,0.0364963503649635,0.663847767086109,0.02,0.025,outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_coder_1_5b_instruct_P1_one_shot_java_400_v2_rerun_correctness.json_summary.json
open-source,Qwen/Qwen2.5-Coder-1.5B-Instruct,java,FS,400,17.433485,41.275,0.0184501064750312,0.25287138168568335,0.06354168521102922,0.19573888533081812,0.847053844332695,0.47297511149474897,0.7153846153846154,0.3686131386861314,0.46764125339254875,0.0675,0.0725,outputs/segregated_results/open-source-base/raw/qwen25_coder_1_5b_instruct_P1_few_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-base\eval\qwen25_coder_1_5b_instruct_P1_few_shot_java_400_v1_eval.json_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_coder_1_5b_instruct_P1_few_shot_java_400_v1_correctness_summary.json
open-source,google/codegemma-2b,java,ZS,400,21.63805175,47.87,0.007659844267562074,0.15502797399199367,0.03371928173751249,0.11749938602338109,0.8297033065793205,0.4767155804920155,0.5615384615384615,0.10218978102189781,0.5448988403651616,0.1925,0.24,outputs/segregated_results/open-source-base/raw/codegemma_2b_P1_zero_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_zero_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_zero_shot_java_400_v1_code_grounded_summary.json
open-source,google/codegemma-2b,java,OS,400,45.67322675,9.7175,0.021307831157167074,0.2669674151995775,0.09366131468853993,0.2326505715449649,0.8602831423282623,0.29650410012947775,0.3730769230769231,0.0036496350364963502,0.714094497902788,0.0125,0.015,outputs/segregated_results/open-source-base/raw/codegemma_2b_P1_one_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_one_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\codegemma_2b_P1_one_shot_java_400_v1_correctness.json_summary.json
open-source,google/codegemma-2b,java,FS,400,33.493931,28.325,0.04210998064138622,0.29443797800573773,0.1287855290813896,0.25739243696392755,0.8552235652714731,0.8163141993957704,0.8692307692307693,0.45498783454987834,0.2266592647421663,0.2725,0.39,outputs/segregated_results/open-source-base/raw/codegemma_2b_P1_few_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_few_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_few_shot_java_400_v1_code_grounded_summary.json
open-source,google/gemma-2-2b-it,java,ZS,400,10.828578,21.5475,0.01852362990661516,0.2625009312653057,0.06819461969659131,0.2142421091481422,0.8591078616678715,0.3869443245576176,0.4346153846153846,0.0036496350364963502,0.6613218603503578,0.0225,0.0275,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_zero_shot_java_400_v2.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_zero_shot_java_400_v2_summary.json,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_zero_shot_java_400_v2_code_grounded_summary.json
open-source,google/gemma-2-2b-it,java,OS,400,71.26786075,10.74,0.020179933698110285,0.25896972004941005,0.08603841553896227,0.22503781701182207,0.8626375852525234,0.3107034958998705,0.21923076923076923,0.0948905109489051,0.7351159634838391,0.01,0.01,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_one_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_one_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\gemma_2_2b_it_P1_one_shot_java_400_v1_correctness.json_summary.json
open-source,google/gemma-2-2b-it,java,FS,400,57.7777555,28.2975,0.04776945727755324,0.3541323618184818,0.15367917958004185,0.3072622152816267,0.8697371546924114,0.9190260394187887,0.9384615384615385,0.44525547445255476,0.14644399210461387,0.11,0.1525,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_few_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_few_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_few_shot_java_400_v1_code_grounded_summary.json
open-source-fine-tuned,codegemma_2b_lora_multilang,java,ZS,400,3.5893450000000002,17.4725,0.058668888911259806,0.364749037602413,0.17514423084678155,0.32225717421228894,0.8741931913793087,0.6881959430297799,0.5923076923076923,0.24087591240875914,0.39259190722921294,0.115,0.1625,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_zero_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\270741d35bb9_codegemma_2b_lora_multilang_P1_zero_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\3e1aadbf72d2_codegemma_2b_lora_multilang_P1_zero_shot_java_400_v1_code_grounded_summary.json
open-source-fine-tuned,codegemma_2b_lora_multilang,java,OS,400,3.47499775,19.5875,0.05990326015011267,0.3654499217668866,0.1747378366420175,0.32626394286902566,0.8729713472723961,0.7924759027478061,0.6269230769230769,0.354014598540146,0.3223229706390328,0.1825,0.23,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_one_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\636e0ce9eb98_codegemma_2b_lora_multilang_P1_one_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\b074b30c28ae_codegemma_2b_lora_multilang_P1_one_shot_java_400_v1_code_grounded_summary.json
open-source-fine-tuned,codegemma_2b_lora_multilang,java,FS,400,3.5424585,16.01,0.05352915750206532,0.35410998210894506,0.16697874059908546,0.31346471464598885,0.8747850312292575,0.7165947345705654,0.29615384615384616,0.10583941605839416,0.47181717246484084,0.0725,0.0875,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_few_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\48d8e5003004_codegemma_2b_lora_multilang_P1_few_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\0964db02192c_codegemma_2b_lora_multilang_P1_few_shot_java_400_v1_code_grounded_summary.json
open-source-fine-tuned,gemma_2_2b_it_lora_multilang,java,ZS,400,5.6591995,20.04,0.07098919370101713,0.35702684326983997,0.18100338997746712,0.32221304085621566,0.8715875762701034,0.7164364839591426,0.7346153846153847,0.46715328467153283,0.31213298791019,0.1475,0.205,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_zero_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\670bfc675768_gemma_2_2b_it_lora_multilang_P1_zero_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\e959266be815_gemma_2_2b_it_lora_multilang_P1_zero_shot_java_400_v1_code_grounded_summary.json
open-source-fine-tuned,gemma_2_2b_it_lora_multilang,java,OS,400,5.88236825,20.04,0.07098919370101713,0.35702684326983997,0.18100338997746712,0.32221304085621566,0.8715875759720803,0.7164364839591426,0.7346153846153847,0.46715328467153283,0.31213298791019,0.1475,0.205,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_one_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\394c99e547f8_gemma_2_2b_it_lora_multilang_P1_one_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\fe63a138ddea_gemma_2_2b_it_lora_multilang_P1_one_shot_java_400_v1_code_grounded_summary.json
open-source-fine-tuned,gemma_2_2b_it_lora_multilang,java,FS,400,5.7080435,20.04,0.07098919370101713,0.35702684326983997,0.18100338997746712,0.32221304085621566,0.8715875750780105,0.7164364839591426,0.7346153846153847,0.46715328467153283,0.31213298791019,0.1475,0.205,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_few_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\9d5e2f5144b4_gemma_2_2b_it_lora_multilang_P1_few_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\0feca74d7094_gemma_2_2b_it_lora_multilang_P1_few_shot_java_400_v1_code_grounded_summary.json
open-source-fine-tuned,qwen25_1_5b_instruct_lora_multilang,java,ZS,400,5.4415645,24.0825,0.04409712817866667,0.3367094816832587,0.15011965341412595,0.2888981847778946,0.8640218064188957,0.7911019997122716,0.6923076923076923,0.43795620437956206,0.2795984455958549,0.2425,0.32,outputs/segregated_results/open-source-lora/_long_paths/e81392b1067e_qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\711346bcad27_qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_correctness_summary.json
open-source-fine-tuned,qwen25_1_5b_instruct_lora_multilang,java,OS,400,5.29235375,20.3725,0.0399232170211808,0.31416895481548957,0.12910333382917724,0.27264965530045204,0.8664092925190926,0.58426845058265,0.5807692307692308,0.20437956204379562,0.45630088823094006,0.1625,0.1975,outputs/segregated_results/open-source-lora/_long_paths/e9c80e057196_qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\44a4931de7af_qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_correctness_summary.json
open-source-fine-tuned,qwen25_1_5b_instruct_lora_multilang,java,FS,400,5.40090325,20.845,0.05026828863088707,0.34393105414864983,0.15189717296623137,0.30293224903904287,0.8708012191951275,0.7139764062724788,0.5846153846153846,0.23722627737226276,0.390106094251172,0.125,0.1725,outputs/segregated_results/open-source-lora/_long_paths/aefbed18c90d_qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\d55b8e9f9b3a_qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_correctness_summary.json
open-source-fine-tuned,qwen25_coder_1_5b_instruct_lora_multilang,java,ZS,400,5.340513,20.175,0.06532736546131974,0.35955402333111297,0.18231614992761513,0.31420276634396604,0.8716915652155877,0.7434325996259531,0.5384615384615384,0.35523114355231145,0.35806501357019493,0.17,0.225,outputs/segregated_results/open-source-lora/_long_paths/3e38693e10ff_qwen25_coder_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\90cdffc2d3f5_qwen25_coder_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_coder_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_correctness_summary.json
open-source-fine-tuned,qwen25_coder_1_5b_instruct_lora_multilang,java,OS,400,5.23213425,19.8525,0.05093187879425155,0.32623338568693755,0.14717558667019293,0.28473624183332447,0.8678175996243954,0.5544813695871098,0.6153846153846154,0.3260340632603406,0.4474278312361214,0.1075,0.1325,outputs/segregated_results/open-source-lora/_long_paths/d35ebf04a593_qwen25_coder_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\484a82a3a6e0_qwen25_coder_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_coder_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_correctness_summary.json
open-source-fine-tuned,qwen25_coder_1_5b_instruct_lora_multilang,java,FS,400,5.540122,20.8525,0.055640903285276086,0.35729758010109064,0.16453409447813316,0.31479009573350103,0.872734317034483,0.7547834843907352,0.6076923076923076,0.19464720194647203,0.366213298791019,0.0875,0.1125,outputs/segregated_results/open-source-lora/_long_paths/a50cb9a42dc7_qwen25_coder_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\16723c3d7658_qwen25_coder_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_coder_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_correctness_summary.json
commercial-new,deepseek-chat,javascript,ZS,400,1.85893175,18.2425,0.018255963117791072,0.24685633162318577,0.0528543991949882,0.20100188208574524,0.8490652769804001,0.4184159378036929,0.2693726937269373,0.11538461538461539,0.6366444444444445,0.0075,0.01,outputs/segregated_results/commercial-base/raw/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1.jsonl,outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_zero_shot_javascript_400_v1_summary.json,outputs\segregated_results\commercial-base\correctness\deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_summary.json
commercial-new,deepseek-chat,javascript,OS,400,1.8227072500000001,16.265,0.018976381786108606,0.25401585330298143,0.05755955349929363,0.20436983752807317,0.8505639494955539,0.4025267249757046,0.2988929889298893,0.07692307692307693,0.6388825396825397,0.0125,0.015,outputs/segregated_results/commercial-base/raw/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1.jsonl,outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_one_shot_javascript_400_v1_summary.json,outputs\segregated_results\commercial-base\correctness\deepseek_chat_P1_one_shot_javascript_400_v1_correctness.json_summary.json
commercial-new,deepseek-chat,javascript,FS,400,0.885681,16.295,0.019719851654930183,0.262454255092447,0.0614318883519183,0.21365464271434145,0.8516429030895233,0.41977648202137996,0.36162361623616235,0.11538461538461539,0.6002380952380952,0.0125,0.0125,outputs/segregated_results/commercial-base/raw/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1.jsonl,outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_few_shot_javascript_400_v1_summary.json,outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_summary.json
commercial-new,gemini-3-flash-preview,javascript,ZS,400,8.7803865,17.15,0.017374145924656248,0.24702190502328605,0.0496475689693956,0.19466706592423919,0.8494034664332867,0.41686103012633624,0.34686346863468637,0.07692307692307693,0.6087333333333333,0.0225,0.025,outputs/segregated_results/commercial-base/raw/commercial-new/gemini_3_flash_preview_P1_zero_shot_javascript_400_v1.jsonl,outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_summary.json,outputs\segregated_results\commercial-base\correctness\gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_correctness.json_summary.json
commercial-new,gemini-3-flash-preview,javascript,OS,400,7.9709935,19.1825,0.020971344110944326,0.2627905269447921,0.05973945104457395,0.20807545008619813,0.8521336862444877,0.6056365403304179,0.44649446494464945,0.07692307692307693,0.4630222222222222,0.0175,0.02,outputs/segregated_results/commercial-base/raw/commercial-new/gemini_3_flash_preview_P1_one_shot_javascript_400_v1.jsonl,outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_one_shot_javascript_400_v1_summary.json,outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_one_shot_javascript_400_v1_code_grounded_summary.json
commercial-new,gemini-3-flash-preview,javascript,FS,400,7.30077725,24.6925,0.024491828890835326,0.29349909052995987,0.08568700084990462,0.23605687381846244,0.8562189176678657,0.79651765468092,0.7232472324723247,0.07692307692307693,0.25947089947089946,0.025,0.0275,outputs/segregated_results/commercial-base/raw/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1.jsonl,outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_few_shot_javascript_400_v1_summary.json,outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_few_shot_javascript_400_v1_code_grounded_summary.json
commercial-new,gpt-5.1,javascript,ZS,400,,21.28,0.017248245376718548,0.25536422591061325,0.0494658078538439,0.19977279270372278,0.8469248259067536,0.5778263686426952,0.5719557195571956,0.23076923076923078,0.43703703703703706,0.0225,0.025,outputs/segregated_results/commercial-base/raw/commercial-new/gpt_5_1_P1_zero_shot_javascript_400_v1.jsonl,outputs\segregated_results\commercial-base\may2026\commercial-new\gpt_5_1_P1_zero_shot_javascript_400_v1_summary.json,outputs\segregated_results\commercial-base\correctness\gpt_5_1_P1_zero_shot_javascript_400_v1_correctness.json_summary.json
